individual,length,size,stimulus,stim_order,response,treatment,stimulus_treat,stim
211,7,medium,-0.96,16,1,Girdle,Girdle 97%,97%
211,7,medium,-0.96,20,1,Girdle,Girdle 97%,97%
211,7,medium,-0.96,25,1,Girdle,Girdle 97%,97%
211,7,medium,-0.96,27,1,Girdle,Girdle 97%,97%
211,7,medium,-0.96,30,1,Girdle,Girdle 97%,97%
212,7,medium,-0.96,6,1,Girdle,Girdle 97%,97%
212,7,medium,-0.96,16,1,Girdle,Girdle 97%,97%
212,7,medium,-0.96,25,1,Girdle,Girdle 97%,97%
212,7,medium,-0.96,27,1,Girdle,Girdle 97%,97%
212,7,medium,-0.96,28,1,Girdle,Girdle 97%,97%
213,7,medium,-0.96,6,1,Girdle,Girdle 97%,97%
213,7,medium,-0.96,16,1,Girdle,Girdle 97%,97%
213,7,medium,-0.96,25,0,Girdle,Girdle 97%,97%
213,7,medium,-0.96,27,1,Girdle,Girdle 97%,97%
213,7,medium,-0.96,28,0,Girdle,Girdle 97%,97%
214,8,medium,-0.96,1,1,Girdle,Girdle 97%,97%
214,8,medium,-0.96,11,1,Girdle,Girdle 97%,97%
214,8,medium,-0.96,24,1,Girdle,Girdle 97%,97%
214,8,medium,-0.96,31,1,Girdle,Girdle 97%,97%
214,8,medium,-0.96,33,0,Girdle,Girdle 97%,97%
215,9,medium,-0.96,8,1,Girdle,Girdle 97%,97%
215,9,medium,-0.96,10,0,Girdle,Girdle 97%,97%
215,9,medium,-0.96,30,1,Girdle,Girdle 97%,97%
215,9,medium,-0.96,32,0,Girdle,Girdle 97%,97%
215,9,medium,-0.96,34,0,Girdle,Girdle 97%,97%
216,9,medium,-0.96,13,0,Girdle,Girdle 97%,97%
216,9,medium,-0.96,22,1,Girdle,Girdle 97%,97%
216,9,medium,-0.96,23,1,Girdle,Girdle 97%,97%
216,9,medium,-0.96,24,1,Girdle,Girdle 97%,97%
216,9,medium,-0.96,25,0,Girdle,Girdle 97%,97%
217,6,small,-0.96,16,1,Girdle,Girdle 97%,97%
217,6,small,-0.96,25,1,Girdle,Girdle 97%,97%
218,10,large,-0.96,2,1,Girdle,Girdle 97%,97%
218,10,large,-0.96,12,1,Girdle,Girdle 97%,97%
218,10,large,-0.96,23,1,Girdle,Girdle 97%,97%
218,10,large,-0.96,24,1,Girdle,Girdle 97%,97%
218,10,large,-0.96,26,1,Girdle,Girdle 97%,97%
219,7,medium,-0.96,8,0,Girdle,Girdle 97%,97%
219,7,medium,-0.96,12,1,Girdle,Girdle 97%,97%
219,7,medium,-0.96,17,1,Girdle,Girdle 97%,97%
219,7,medium,-0.96,25,0,Girdle,Girdle 97%,97%
219,7,medium,-0.96,31,0,Girdle,Girdle 97%,97%
220,8,medium,-0.96,6,1,Girdle,Girdle 97%,97%
220,8,medium,-0.96,16,1,Girdle,Girdle 97%,97%
220,8,medium,-0.96,25,1,Girdle,Girdle 97%,97%
220,8,medium,-0.96,27,1,Girdle,Girdle 97%,97%
220,8,medium,-0.96,28,1,Girdle,Girdle 97%,97%
221,7,medium,-0.96,8,1,Girdle,Girdle 97%,97%
221,7,medium,-0.96,14,1,Girdle,Girdle 97%,97%
221,7,medium,-0.96,40,0,Girdle,Girdle 97%,97%
222,7,medium,-0.96,18,0,Girdle,Girdle 97%,97%
222,7,medium,-0.96,19,1,Girdle,Girdle 97%,97%
222,7,medium,-0.96,29,0,Girdle,Girdle 97%,97%
222,7,medium,-0.96,36,0,Girdle,Girdle 97%,97%
222,7,medium,-0.96,38,0,Girdle,Girdle 97%,97%
223,8,medium,-0.96,7,1,Girdle,Girdle 97%,97%
223,8,medium,-0.96,18,1,Girdle,Girdle 97%,97%
223,8,medium,-0.96,28,1,Girdle,Girdle 97%,97%
223,8,medium,-0.96,31,1,Girdle,Girdle 97%,97%
223,8,medium,-0.96,32,1,Girdle,Girdle 97%,97%
224,7,medium,-0.96,5,0,Girdle,Girdle 97%,97%
224,7,medium,-0.96,16,1,Girdle,Girdle 97%,97%
224,7,medium,-0.96,33,1,Girdle,Girdle 97%,97%
225,7,medium,-0.96,15,1,Girdle,Girdle 97%,97%
225,7,medium,-0.96,23,1,Girdle,Girdle 97%,97%
225,7,medium,-0.96,26,1,Girdle,Girdle 97%,97%
225,7,medium,-0.96,38,1,Girdle,Girdle 97%,97%
226,6,small,-0.96,1,1,Girdle,Girdle 97%,97%
226,6,small,-0.96,5,1,Girdle,Girdle 97%,97%
226,6,small,-0.96,30,1,Girdle,Girdle 97%,97%
226,6,small,-0.96,32,1,Girdle,Girdle 97%,97%
226,6,small,-0.96,40,1,Girdle,Girdle 97%,97%
227,7,medium,-0.96,11,1,Girdle,Girdle 97%,97%
227,7,medium,-0.96,16,1,Girdle,Girdle 97%,97%
227,7,medium,-0.96,17,1,Girdle,Girdle 97%,97%
228,8,medium,-0.96,17,1,Girdle,Girdle 97%,97%
228,8,medium,-0.96,18,1,Girdle,Girdle 97%,97%
228,8,medium,-0.96,26,1,Girdle,Girdle 97%,97%
228,8,medium,-0.96,32,1,Girdle,Girdle 97%,97%
229,7,medium,-0.96,1,0,Girdle,Girdle 97%,97%
229,7,medium,-0.96,3,1,Girdle,Girdle 97%,97%
229,7,medium,-0.96,11,1,Girdle,Girdle 97%,97%
229,7,medium,-0.96,33,1,Girdle,Girdle 97%,97%
229,7,medium,-0.96,38,1,Girdle,Girdle 97%,97%
230,10,large,-0.96,2,1,Girdle,Girdle 97%,97%
230,10,large,-0.96,16,0,Girdle,Girdle 97%,97%
230,10,large,-0.96,30,1,Girdle,Girdle 97%,97%
230,10,large,-0.96,38,1,Girdle,Girdle 97%,97%
231,10,large,-0.96,3,1,Girdle,Girdle 97%,97%
231,10,large,-0.96,16,1,Girdle,Girdle 97%,97%
231,10,large,-0.96,33,1,Girdle,Girdle 97%,97%
232,7,medium,-0.96,2,1,Girdle,Girdle 97%,97%
232,7,medium,-0.96,24,1,Girdle,Girdle 97%,97%
232,7,medium,-0.96,31,1,Girdle,Girdle 97%,97%
232,7,medium,-0.96,37,1,Girdle,Girdle 97%,97%
233,9,medium,-0.96,5,0,Girdle,Girdle 97%,97%
233,9,medium,-0.96,15,0,Girdle,Girdle 97%,97%
233,9,medium,-0.96,32,1,Girdle,Girdle 97%,97%
234,8,medium,-0.96,18,0,Girdle,Girdle 97%,97%
234,8,medium,-0.96,28,1,Girdle,Girdle 97%,97%
235,10,large,-0.96,17,0,Girdle,Girdle 97%,97%
235,10,large,-0.96,34,1,Girdle,Girdle 97%,97%
236,8,medium,-0.96,15,1,Girdle,Girdle 97%,97%
236,8,medium,-0.96,23,0,Girdle,Girdle 97%,97%
236,8,medium,-0.96,36,1,Girdle,Girdle 97%,97%
236,8,medium,-0.96,38,1,Girdle,Girdle 97%,97%
237,10,large,-0.96,1,1,Girdle,Girdle 97%,97%
237,10,large,-0.96,5,1,Girdle,Girdle 97%,97%
237,10,large,-0.96,30,0,Girdle,Girdle 97%,97%
237,10,large,-0.96,32,0,Girdle,Girdle 97%,97%
237,10,large,-0.96,40,1,Girdle,Girdle 97%,97%
238,7,medium,-0.96,5,1,Girdle,Girdle 97%,97%
238,7,medium,-0.96,16,1,Girdle,Girdle 97%,97%
238,7,medium,-0.96,17,1,Girdle,Girdle 97%,97%
239,8,medium,-0.96,17,1,Girdle,Girdle 97%,97%
239,8,medium,-0.96,18,1,Girdle,Girdle 97%,97%
239,8,medium,-0.96,26,1,Girdle,Girdle 97%,97%
239,8,medium,-0.96,32,0,Girdle,Girdle 97%,97%
239,8,medium,-0.96,34,1,Girdle,Girdle 97%,97%
240,7,medium,-0.96,1,0,Girdle,Girdle 97%,97%
240,7,medium,-0.96,11,0,Girdle,Girdle 97%,97%
240,7,medium,-0.96,38,0,Girdle,Girdle 97%,97%
241,10,large,-0.96,2,1,Girdle,Girdle 97%,97%
241,10,large,-0.96,16,1,Girdle,Girdle 97%,97%
241,10,large,-0.96,18,1,Girdle,Girdle 97%,97%
241,10,large,-0.96,30,1,Girdle,Girdle 97%,97%
241,10,large,-0.96,38,1,Girdle,Girdle 97%,97%
242,8,medium,-0.96,3,1,Girdle,Girdle 97%,97%
242,8,medium,-0.96,16,1,Girdle,Girdle 97%,97%
242,8,medium,-0.96,33,1,Girdle,Girdle 97%,97%
242,8,medium,-0.96,34,1,Girdle,Girdle 97%,97%
243,6,small,-0.96,15,1,Girdle,Girdle 97%,97%
243,6,small,-0.96,23,1,Girdle,Girdle 97%,97%
243,6,small,-0.96,26,1,Girdle,Girdle 97%,97%
243,6,small,-0.96,36,1,Girdle,Girdle 97%,97%
243,6,small,-0.96,38,1,Girdle,Girdle 97%,97%
244,9,medium,-0.96,5,0,Girdle,Girdle 97%,97%
244,9,medium,-0.96,30,1,Girdle,Girdle 97%,97%
244,9,medium,-0.96,32,1,Girdle,Girdle 97%,97%
245,9,medium,-0.96,5,1,Girdle,Girdle 97%,97%
245,9,medium,-0.96,11,1,Girdle,Girdle 97%,97%
245,9,medium,-0.96,17,1,Girdle,Girdle 97%,97%
246,9,medium,-0.96,26,1,Girdle,Girdle 97%,97%
246,9,medium,-0.96,32,1,Girdle,Girdle 97%,97%
246,9,medium,-0.96,34,1,Girdle,Girdle 97%,97%
247,8,medium,-0.96,1,1,Girdle,Girdle 97%,97%
247,8,medium,-0.96,3,1,Girdle,Girdle 97%,97%
247,8,medium,-0.96,11,1,Girdle,Girdle 97%,97%
247,8,medium,-0.96,33,0,Girdle,Girdle 97%,97%
247,8,medium,-0.96,38,1,Girdle,Girdle 97%,97%
248,6,small,-0.96,2,1,Girdle,Girdle 97%,97%
248,6,small,-0.96,18,1,Girdle,Girdle 97%,97%
248,6,small,-0.96,38,0,Girdle,Girdle 97%,97%
249,8,medium,-0.96,9,0,Girdle,Girdle 97%,97%
249,8,medium,-0.96,11,1,Girdle,Girdle 97%,97%
249,8,medium,-0.96,16,1,Girdle,Girdle 97%,97%
249,8,medium,-0.96,29,1,Girdle,Girdle 97%,97%
249,8,medium,-0.96,38,1,Girdle,Girdle 97%,97%
250,7,medium,-0.96,6,1,Girdle,Girdle 97%,97%
250,7,medium,-0.96,24,1,Girdle,Girdle 97%,97%
250,7,medium,-0.96,28,1,Girdle,Girdle 97%,97%
250,7,medium,-0.96,31,1,Girdle,Girdle 97%,97%
250,7,medium,-0.96,39,1,Girdle,Girdle 97%,97%
251,7,medium,-0.96,7,1,Girdle,Girdle 97%,97%
251,7,medium,-0.96,28,1,Girdle,Girdle 97%,97%
251,7,medium,-0.96,31,1,Girdle,Girdle 97%,97%
252,11,large,-0.96,18,1,Girdle,Girdle 97%,97%
252,11,large,-0.96,31,1,Girdle,Girdle 97%,97%
253,14,xlarge,-0.96,5,1,Girdle,Girdle 97%,97%
253,14,xlarge,-0.96,33,1,Girdle,Girdle 97%,97%
253,14,xlarge,-0.96,34,1,Girdle,Girdle 97%,97%
254,15,xlarge,-0.96,15,1,Girdle,Girdle 97%,97%
254,15,xlarge,-0.96,23,1,Girdle,Girdle 97%,97%
254,15,xlarge,-0.96,26,1,Girdle,Girdle 97%,97%
254,15,xlarge,-0.96,38,1,Girdle,Girdle 97%,97%
255,16,xlarge,-0.96,1,1,Girdle,Girdle 97%,97%
255,16,xlarge,-0.96,5,1,Girdle,Girdle 97%,97%
255,16,xlarge,-0.96,32,1,Girdle,Girdle 97%,97%
255,16,xlarge,-0.96,40,1,Girdle,Girdle 97%,97%
256,8,medium,-0.96,16,1,Girdle,Girdle 97%,97%
256,8,medium,-0.96,34,1,Girdle,Girdle 97%,97%
258,9,medium,-0.96,30,1,Girdle,Girdle 97%,97%
258,9,medium,-0.96,32,1,Girdle,Girdle 97%,97%
259,13,xlarge,-0.96,5,1,Girdle,Girdle 97%,97%
259,13,xlarge,-0.96,11,1,Girdle,Girdle 97%,97%
259,13,xlarge,-0.96,16,1,Girdle,Girdle 97%,97%
259,13,xlarge,-0.96,17,1,Girdle,Girdle 97%,97%
259,13,xlarge,-0.96,34,1,Girdle,Girdle 97%,97%
260,8,medium,-0.96,26,1,Girdle,Girdle 97%,97%
260,8,medium,-0.96,32,1,Girdle,Girdle 97%,97%
261,8,medium,-0.96,1,1,Girdle,Girdle 97%,97%
261,8,medium,-0.96,3,1,Girdle,Girdle 97%,97%
261,8,medium,-0.96,33,1,Girdle,Girdle 97%,97%
261,8,medium,-0.96,38,1,Girdle,Girdle 97%,97%
1,9,medium,-0.96,13,1,Control,Whole 97%,Whole 0.1
1,9,medium,-0.96,23,1,Control,Whole 97%,Whole 0.1
1,9,medium,-0.96,24,1,Control,Whole 97%,Whole 0.1
2,7,medium,-0.96,16,1,Control,Whole 97%,Whole 0.1
2,7,medium,-0.96,25,1,Control,Whole 97%,Whole 0.1
2,7,medium,-0.96,28,1,Control,Whole 97%,Whole 0.1
3,8,medium,-0.96,13,1,Control,Whole 97%,Whole 0.1
3,8,medium,-0.96,24,1,Control,Whole 97%,Whole 0.1
3,8,medium,-0.96,27,1,Control,Whole 97%,Whole 0.1
4,9,medium,-0.96,7,1,Control,Whole 97%,Whole 0.1
4,9,medium,-0.96,12,1,Control,Whole 97%,Whole 0.1
4,9,medium,-0.96,32,1,Control,Whole 97%,Whole 0.1
5,8,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
5,8,medium,-0.96,19,1,Control,Whole 97%,Whole 0.1
5,8,medium,-0.96,35,1,Control,Whole 97%,Whole 0.1
6,7,medium,-0.96,20,1,Control,Whole 97%,Whole 0.1
6,7,medium,-0.96,21,1,Control,Whole 97%,Whole 0.1
6,7,medium,-0.96,32,1,Control,Whole 97%,Whole 0.1
7,10,large,-0.96,15,1,Control,Whole 97%,Whole 0.1
7,10,large,-0.96,30,1,Control,Whole 97%,Whole 0.1
7,10,large,-0.96,31,1,Control,Whole 97%,Whole 0.1
8,6,small,-0.96,4,1,Control,Whole 97%,Whole 0.1
8,6,small,-0.96,6,1,Control,Whole 97%,Whole 0.1
8,6,small,-0.96,36,1,Control,Whole 97%,Whole 0.1
9,9,medium,-0.96,1,1,Control,Whole 97%,Whole 0.1
9,9,medium,-0.96,10,1,Control,Whole 97%,Whole 0.1
9,9,medium,-0.96,23,1,Control,Whole 97%,Whole 0.1
10,7,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
10,7,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
10,7,medium,-0.96,34,1,Control,Whole 97%,Whole 0.1
11,8,medium,-0.96,8,1,Control,Whole 97%,Whole 0.1
11,8,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
11,8,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
12,7,medium,-0.96,2,1,Control,Whole 97%,Whole 0.1
12,7,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
12,7,medium,-0.96,26,1,Control,Whole 97%,Whole 0.1
13,11,large,-0.96,15,1,Control,Whole 97%,Whole 0.1
13,11,large,-0.96,20,1,Control,Whole 97%,Whole 0.1
13,11,large,-0.96,33,1,Control,Whole 97%,Whole 0.1
14,7,medium,-0.96,12,1,Control,Whole 97%,Whole 0.1
14,7,medium,-0.96,20,1,Control,Whole 97%,Whole 0.1
14,7,medium,-0.96,22,1,Control,Whole 97%,Whole 0.1
15,8,medium,-0.96,1,1,Control,Whole 97%,Whole 0.1
15,8,medium,-0.96,12,1,Control,Whole 97%,Whole 0.1
15,8,medium,-0.96,34,1,Control,Whole 97%,Whole 0.1
16,5,small,-0.96,5,1,Control,Whole 97%,Whole 0.1
16,5,small,-0.96,16,1,Control,Whole 97%,Whole 0.1
16,5,small,-0.96,29,1,Control,Whole 97%,Whole 0.1
17,7,medium,-0.96,1,1,Control,Whole 97%,Whole 0.1
17,7,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
17,7,medium,-0.96,15,1,Control,Whole 97%,Whole 0.1
18,11,large,-0.96,7,1,Control,Whole 97%,Whole 0.1
18,11,large,-0.96,9,1,Control,Whole 97%,Whole 0.1
18,11,large,-0.96,14,1,Control,Whole 97%,Whole 0.1
19,7,medium,-0.96,1,1,Control,Whole 97%,Whole 0.1
19,7,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
19,7,medium,-0.96,15,1,Control,Whole 97%,Whole 0.1
20,4,small,-0.96,8,1,Control,Whole 97%,Whole 0.1
20,4,small,-0.96,11,1,Control,Whole 97%,Whole 0.1
20,4,small,-0.96,14,1,Control,Whole 97%,Whole 0.1
21,7,medium,-0.96,2,1,Control,Whole 97%,Whole 0.1
21,7,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
21,7,medium,-0.96,26,1,Control,Whole 97%,Whole 0.1
22,6,small,-0.96,15,1,Control,Whole 97%,Whole 0.1
22,6,small,-0.96,20,0,Control,Whole 97%,Whole 0.1
22,6,small,-0.96,33,1,Control,Whole 97%,Whole 0.1
23,10,large,-0.96,12,1,Control,Whole 97%,Whole 0.1
23,10,large,-0.96,20,1,Control,Whole 97%,Whole 0.1
23,10,large,-0.96,22,1,Control,Whole 97%,Whole 0.1
24,6,small,-0.96,7,1,Control,Whole 97%,Whole 0.1
24,6,small,-0.96,9,1,Control,Whole 97%,Whole 0.1
24,6,small,-0.96,14,1,Control,Whole 97%,Whole 0.1
25,6,small,-0.96,16,1,Control,Whole 97%,Whole 0.1
25,6,small,-0.96,24,1,Control,Whole 97%,Whole 0.1
25,6,small,-0.96,25,0,Control,Whole 97%,Whole 0.1
26,12,large,-0.96,5,1,Control,Whole 97%,Whole 0.1
26,12,large,-0.96,16,1,Control,Whole 97%,Whole 0.1
26,12,large,-0.96,29,1,Control,Whole 97%,Whole 0.1
27,7,medium,-0.96,1,1,Control,Whole 97%,Whole 0.1
27,7,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
27,7,medium,-0.96,15,1,Control,Whole 97%,Whole 0.1
28,12,large,-0.96,5,1,Control,Whole 97%,Whole 0.1
28,12,large,-0.96,16,1,Control,Whole 97%,Whole 0.1
28,12,large,-0.96,29,1,Control,Whole 97%,Whole 0.1
29,7,medium,-0.96,5,1,Control,Whole 97%,Whole 0.1
29,7,medium,-0.96,16,1,Control,Whole 97%,Whole 0.1
29,7,medium,-0.96,29,1,Control,Whole 97%,Whole 0.1
30,8,medium,-0.96,1,1,Control,Whole 97%,Whole 0.1
30,8,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
30,8,medium,-0.96,15,1,Control,Whole 97%,Whole 0.1
31,6,small,-0.96,7,1,Control,Whole 97%,Whole 0.1
31,6,small,-0.96,9,1,Control,Whole 97%,Whole 0.1
31,6,small,-0.96,14,1,Control,Whole 97%,Whole 0.1
32,8,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
32,8,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
32,8,medium,-0.96,34,1,Control,Whole 97%,Whole 0.1
33,10,large,-0.96,8,1,Control,Whole 97%,Whole 0.1
33,10,large,-0.96,11,1,Control,Whole 97%,Whole 0.1
33,10,large,-0.96,14,1,Control,Whole 97%,Whole 0.1
34,7,medium,-0.96,2,1,Control,Whole 97%,Whole 0.1
34,7,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
34,7,medium,-0.96,26,1,Control,Whole 97%,Whole 0.1
35,12,large,-0.96,15,1,Control,Whole 97%,Whole 0.1
35,12,large,-0.96,20,1,Control,Whole 97%,Whole 0.1
35,12,large,-0.96,33,1,Control,Whole 97%,Whole 0.1
36,6,small,-0.96,5,1,Control,Whole 97%,Whole 0.1
36,6,small,-0.96,16,1,Control,Whole 97%,Whole 0.1
36,6,small,-0.96,29,1,Control,Whole 97%,Whole 0.1
37,10,large,-0.96,1,1,Control,Whole 97%,Whole 0.1
37,10,large,-0.96,14,1,Control,Whole 97%,Whole 0.1
37,10,large,-0.96,15,1,Control,Whole 97%,Whole 0.1
38,9,medium,-0.96,7,1,Control,Whole 97%,Whole 0.1
38,9,medium,-0.96,9,1,Control,Whole 97%,Whole 0.1
38,9,medium,-0.96,14,0,Control,Whole 97%,Whole 0.1
39,8,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
39,8,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
39,8,medium,-0.96,34,1,Control,Whole 97%,Whole 0.1
40,7,medium,-0.96,8,1,Control,Whole 97%,Whole 0.1
40,7,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
40,7,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
41,8,medium,-0.96,2,1,Control,Whole 97%,Whole 0.1
41,8,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
41,8,medium,-0.96,26,1,Control,Whole 97%,Whole 0.1
42,10,large,-0.96,15,1,Control,Whole 97%,Whole 0.1
42,10,large,-0.96,20,1,Control,Whole 97%,Whole 0.1
42,10,large,-0.96,33,1,Control,Whole 97%,Whole 0.1
43,7,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
43,7,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
43,7,medium,-0.96,34,1,Control,Whole 97%,Whole 0.1
44,5,small,-0.96,1,1,Control,Whole 97%,Whole 0.1
44,5,small,-0.96,14,1,Control,Whole 97%,Whole 0.1
44,5,small,-0.96,15,1,Control,Whole 97%,Whole 0.1
45,6,small,-0.96,7,1,Control,Whole 97%,Whole 0.1
45,6,small,-0.96,9,1,Control,Whole 97%,Whole 0.1
45,6,small,-0.96,14,1,Control,Whole 97%,Whole 0.1
46,8,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
46,8,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
46,8,medium,-0.96,34,1,Control,Whole 97%,Whole 0.1
47,9,medium,-0.96,8,1,Control,Whole 97%,Whole 0.1
47,9,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
47,9,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
48,8,medium,-0.96,2,1,Control,Whole 97%,Whole 0.1
48,8,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
48,8,medium,-0.96,26,1,Control,Whole 97%,Whole 0.1
49,7,medium,-0.96,15,1,Control,Whole 97%,Whole 0.1
49,7,medium,-0.96,20,1,Control,Whole 97%,Whole 0.1
49,7,medium,-0.96,33,1,Control,Whole 97%,Whole 0.1
50,9,medium,-0.96,12,1,Control,Whole 97%,Whole 0.1
50,9,medium,-0.96,20,1,Control,Whole 97%,Whole 0.1
50,9,medium,-0.96,22,1,Control,Whole 97%,Whole 0.1
51,8,medium,-0.96,8,1,Control,Whole 97%,Whole 0.1
51,8,medium,-0.96,11,1,Control,Whole 97%,Whole 0.1
51,8,medium,-0.96,14,1,Control,Whole 97%,Whole 0.1
52,7,medium,-0.96,2,1,Control,Whole 97%,Whole 0.1
52,7,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
52,7,medium,-0.96,26,1,Control,Whole 97%,Whole 0.1
53,7,medium,-0.96,15,1,Control,Whole 97%,Whole 0.1
53,7,medium,-0.96,20,1,Control,Whole 97%,Whole 0.1
53,7,medium,-0.96,33,1,Control,Whole 97%,Whole 0.1
54,7,medium,-0.96,12,1,Control,Whole 97%,Whole 0.1
54,7,medium,-0.96,20,1,Control,Whole 97%,Whole 0.1
54,7,medium,-0.96,22,1,Control,Whole 97%,Whole 0.1
55,7,medium,-0.96,5,1,Control,Whole 97%,Whole 0.1
55,7,medium,-0.96,16,1,Control,Whole 97%,Whole 0.1
55,7,medium,-0.96,29,1,Control,Whole 97%,Whole 0.1
56,6,small,-0.96,1,1,Control,Whole 97%,Whole 0.1
56,6,small,-0.96,14,1,Control,Whole 97%,Whole 0.1
56,6,small,-0.96,15,1,Control,Whole 97%,Whole 0.1
57,12,large,-0.96,7,1,Control,Whole 97%,Whole 0.1
57,12,large,-0.96,9,1,Control,Whole 97%,Whole 0.1
57,12,large,-0.96,14,1,Control,Whole 97%,Whole 0.1
58,11,large,-0.96,3,1,Control,Whole 97%,Whole 0.1
58,11,large,-0.96,11,1,Control,Whole 97%,Whole 0.1
58,11,large,-0.96,34,1,Control,Whole 97%,Whole 0.1
59,6,small,-0.96,8,1,Control,Whole 97%,Whole 0.1
59,6,small,-0.96,11,1,Control,Whole 97%,Whole 0.1
59,6,small,-0.96,14,1,Control,Whole 97%,Whole 0.1
60,9,medium,-0.96,2,1,Control,Whole 97%,Whole 0.1
60,9,medium,-0.96,3,1,Control,Whole 97%,Whole 0.1
60,9,medium,-0.96,26,1,Control,Whole 97%,Whole 0.1
101,7,medium,-0.97,23,1,Valve,Valve Entire,Entire
101,7,medium,-0.97,30,1,Valve,Valve Entire,Entire
101,7,medium,-0.97,32,1,Valve,Valve Entire,Entire
102,5,small,-0.97,15,1,Valve,Valve Entire,Entire
102,5,small,-0.97,26,1,Valve,Valve Entire,Entire
102,5,small,-0.97,30,1,Valve,Valve Entire,Entire
103,4,small,-0.97,1,1,Valve,Valve Entire,Entire
103,4,small,-0.97,8,1,Valve,Valve Entire,Entire
103,4,small,-0.97,18,1,Valve,Valve Entire,Entire
104,5,small,-0.97,1,1,Valve,Valve Entire,Entire
104,5,small,-0.97,8,1,Valve,Valve Entire,Entire
104,5,small,-0.97,18,1,Valve,Valve Entire,Entire
105,6,small,-0.97,23,1,Valve,Valve Entire,Entire
105,6,small,-0.97,30,1,Valve,Valve Entire,Entire
105,6,small,-0.97,32,1,Valve,Valve Entire,Entire
106,7,medium,-0.97,1,1,Valve,Valve Entire,Entire
106,7,medium,-0.97,8,1,Valve,Valve Entire,Entire
106,7,medium,-0.97,18,1,Valve,Valve Entire,Entire
107,9,medium,-0.97,23,1,Valve,Valve Entire,Entire
107,9,medium,-0.97,30,1,Valve,Valve Entire,Entire
107,9,medium,-0.97,32,1,Valve,Valve Entire,Entire
108,7,medium,-0.97,1,1,Valve,Valve Entire,Entire
108,7,medium,-0.97,16,1,Valve,Valve Entire,Entire
108,7,medium,-0.97,22,1,Valve,Valve Entire,Entire
109,6,small,-0.97,15,1,Valve,Valve Entire,Entire
109,6,small,-0.97,26,1,Valve,Valve Entire,Entire
109,6,small,-0.97,30,1,Valve,Valve Entire,Entire
110,10,large,-0.97,3,1,Valve,Valve Entire,Entire
110,10,large,-0.97,13,1,Valve,Valve Entire,Entire
110,10,large,-0.97,20,1,Valve,Valve Entire,Entire
111,8,medium,-0.97,27,1,Valve,Valve Entire,Entire
111,8,medium,-0.97,29,1,Valve,Valve Entire,Entire
111,8,medium,-0.97,30,1,Valve,Valve Entire,Entire
112,7,medium,-0.97,6,1,Valve,Valve Entire,Entire
112,7,medium,-0.97,14,1,Valve,Valve Entire,Entire
112,7,medium,-0.97,33,1,Valve,Valve Entire,Entire
113,7,medium,-0.97,2,1,Valve,Valve Entire,Entire
113,7,medium,-0.97,21,1,Valve,Valve Entire,Entire
113,7,medium,-0.97,27,1,Valve,Valve Entire,Entire
114,13,xlarge,-0.97,18,1,Valve,Valve Entire,Entire
114,13,xlarge,-0.97,19,1,Valve,Valve Entire,Entire
114,13,xlarge,-0.97,21,1,Valve,Valve Entire,Entire
115,14,xlarge,-0.97,3,1,Valve,Valve Entire,Entire
115,14,xlarge,-0.97,5,1,Valve,Valve Entire,Entire
115,14,xlarge,-0.97,25,1,Valve,Valve Entire,Entire
116,13,xlarge,-0.97,3,1,Valve,Valve Entire,Entire
116,13,xlarge,-0.97,13,1,Valve,Valve Entire,Entire
116,13,xlarge,-0.97,20,1,Valve,Valve Entire,Entire
117,5,small,-0.97,3,1,Valve,Valve Entire,Entire
117,5,small,-0.97,20,1,Valve,Valve Entire,Entire
117,5,small,-0.97,21,1,Valve,Valve Entire,Entire
118,5,small,-0.97,1,1,Valve,Valve Entire,Entire
118,5,small,-0.97,8,1,Valve,Valve Entire,Entire
118,5,small,-0.97,18,1,Valve,Valve Entire,Entire
119,12,large,-0.97,23,1,Valve,Valve Entire,Entire
